YEAR,MONTH,PU_BOROUGH,LENGTH_BUCKET,TRIPS,SHARE_BUCKET
2018,9,Bronx,MED<5mi,26171,0.471975
2018,9,Bronx,SHORT<1mi,5996,0.108133
2018,9,Brooklyn,LONG>=5mi,85001,0.262226
2018,9,Brooklyn,MED<5mi,187402,0.57813
2018,9,Brooklyn,SHORT<1mi,51749,0.159644
2018,9,EWR,LONG>=5mi,61,0.319372
2018,9,EWR,MED<5mi,25,0.13089
2018,9,EWR,SHORT<1mi,105,0.549738
2018,9,Manhattan,LONG>=5mi,725896,0.097329
2018,9,Manhattan,MED<5mi,4772138,0.639857
2018,9,Manhattan,SHORT<1mi,1960101,0.262814
2018,9,N/A,LONG>=5mi,572,0.28962
2018,9,N/A,MED<5mi,721,0.365063
2018,9,N/A,SHORT<1mi,682,0.345316
2018,9,Queens,LONG>=5mi,482256,0.665851
2018,9,Queens,MED<5mi,184188,0.254308
2018,9,Queens,SHORT<1mi,57826,0.07984
2018,9,Staten Island,LONG>=5mi,377,0.787056
2018,9,Staten Island,MED<5mi,39,0.08142
2018,9,Staten Island,SHORT<1mi,63,0.131524
2018,9,Unknown,LONG>=5mi,12728,0.128483
2018,9,Unknown,MED<5mi,59984,0.605508
2018,9,Unknown,SHORT<1mi,26352,0.26601
2018,10,Bronx,LONG>=5mi,28791,0.438386
2018,10,Bronx,MED<5mi,30273,0.460952
2018,10,Bronx,SHORT<1mi,6611,0.100662
2018,10,Brooklyn,LONG>=5mi,100989,0.283363
2018,10,Brooklyn,MED<5mi,200359,0.562182
2018,10,Brooklyn,SHORT<1mi,55047,0.154455
2018,10,EWR,LONG>=5mi,60,0.247934
2018,10,EWR,MED<5mi,32,0.132231
2018,10,EWR,SHORT<1mi,150,0.619835
2018,10,Manhattan,LONG>=5mi,796082,0.097538
2018,10,Manhattan,MED<5mi,5212952,0.638702
2018,10,Manhattan,SHORT<1mi,2152752,0.26376
2018,10,N/A,LONG>=5mi,649,0.27926
2018,10,N/A,MED<5mi,947,0.407487
2018,10,N/A,SHORT<1mi,728,0.313253
2018,10,Queens,LONG>=5mi,513595,0.67208
2018,10,Queens,MED<5mi,188753,0.246998
2018,10,Queens,SHORT<1mi,61839,0.080921
2018,10,Staten Island,LONG>=5mi,399,0.704947
2018,10,Staten Island,MED<5mi,101,0.178445
2018,10,Staten Island,SHORT<1mi,66,0.116608
2018,10,Unknown,LONG>=5mi,17304,0.128106
2018,10,Unknown,MED<5mi,82001,0.607073
2018,10,Unknown,SHORT<1mi,35771,0.264821
2018,11,Bronx,LONG>=5mi,27449,0.438545
2018,11,Bronx,MED<5mi,28805,0.46021
2018,11,Bronx,SHORT<1mi,6337,0.101245
2018,11,Brooklyn,LONG>=5mi,87998,0.280367
2018,11,Brooklyn,MED<5mi,174527,0.556054
2018,11,Brooklyn,SHORT<1mi,51342,0.163579
2018,11,EWR,LONG>=5mi,48,0.24
2018,11,EWR,MED<5mi,27,0.135
2018,11,EWR,SHORT<1mi,125,0.625
2018,11,Manhattan,LONG>=5mi,704082,0.093496
2018,11,Manhattan,MED<5mi,4760084,0.6321
2018,11,Manhattan,SHORT<1mi,2066426,0.274404
2018,11,N/A,LONG>=5mi,719,0.300963
2018,11,N/A,MED<5mi,935,0.391377
2018,11,N/A,SHORT<1mi,735,0.30766
2018,11,Queens,LONG>=5mi,467161,0.659032
2018,11,Queens,MED<5mi,181367,0.255858
2018,11,Queens,SHORT<1mi,60331,0.08511
2018,11,Staten Island,LONG>=5mi,398,0.719711
2018,11,Staten Island,MED<5mi,89,0.16094
2018,11,Staten Island,SHORT<1mi,66,0.119349
2018,11,Unknown,LONG>=5mi,17199,0.123518
2018,11,Unknown,MED<5mi,84162,0.604425
2018,11,Unknown,SHORT<1mi,37882,0.272057
2018,12,Bronx,LONG>=5mi,33421,0.472963
2018,12,Bronx,MED<5mi,30584,0.432815
2018,12,Bronx,SHORT<1mi,6658,0.094222
2018,12,Brooklyn,LONG>=5mi,98750,0.293597
2018,12,Brooklyn,MED<5mi,183736,0.546272
2018,12,Brooklyn,SHORT<1mi,53859,0.16013
2018,12,EWR,LONG>=5mi,46,0.222222
2018,12,EWR,MED<5mi,30,0.144928
2018,12,EWR,SHORT<1mi,131,0.63285
2018,12,Manhattan,LONG>=5mi,734116,0.096764
2018,12,Manhattan,MED<5mi,4758660,0.627243
2018,12,Manhattan,SHORT<1mi,2093853,0.275993
2018,12,N/A,LONG>=5mi,631,0.280569
2018,12,N/A,MED<5mi,880,0.391285
2018,12,N/A,SHORT<1mi,738,0.328146
2018,12,Queens,LONG>=5mi,442356,0.637626
2018,12,Queens,MED<5mi,188012,0.271006
2018,12,Queens,SHORT<1mi,63387,0.091368
2018,12,Staten Island,LONG>=5mi,513,0.738129
2018,12,Staten Island,MED<5mi,100,0.143885
2018,12,Staten Island,SHORT<1mi,82,0.117986
2018,12,Unknown,LONG>=5mi,18552,0.123291
2018,12,Unknown,MED<5mi,90429,0.600965
2018,12,Unknown,SHORT<1mi,41492,0.275744
2019,1,Bronx,LONG>=5mi,34510,0.479106
2019,1,Bronx,MED<5mi,30855,0.428363
2019,1,Bronx,SHORT<1mi,6665,0.092531
2019,1,Brooklyn,LONG>=5mi,94029,0.311353
2019,1,Brooklyn,MED<5mi,159498,0.528137
2019,1,Brooklyn,SHORT<1mi,48474,0.160509
2019,1,EWR,LONG>=5mi,39,0.312
2019,1,EWR,MED<5mi,14,0.112
2019,1,EWR,SHORT<1mi,72,0.576
2019,1,Manhattan,LONG>=5mi,613909,0.086135
2019,1,Manhattan,MED<5mi,4461327,0.625948
2019,1,Manhattan,SHORT<1mi,2052075,0.287917
2019,1,N/A,LONG>=5mi,590,0.266727
2019,1,N/A,MED<5mi,891,0.402803
2019,1,N/A,SHORT<1mi,731,0.33047
2019,1,Queens,LONG>=5mi,424528,0.658554
2019,1,Queens,MED<5mi,162749,0.252466
2019,1,Queens,SHORT<1mi,57360,0.08898
2019,1,Staten Island,LONG>=5mi,509,0.794072
2019,1,Staten Island,MED<5mi,65,0.101404
2019,1,Staten Island,SHORT<1mi,67,0.104524
2019,1,Unknown,LONG>=5mi,16995,0.111767
2019,1,Unknown,MED<5mi,90926,0.597969
2019,1,Unknown,SHORT<1mi,44137,0.290264
2019,2,Bronx,LONG>=5mi,34671,0.486262
2019,2,Bronx,MED<5mi,30369,0.425927
2019,2,Bronx,SHORT<1mi,6261,0.087811
2019,2,Brooklyn,LONG>=5mi,90204,0.318009
2019,2,Brooklyn,MED<5mi,149954,0.528655
2019,2,Brooklyn,SHORT<1mi,43494,0.153336
2019,2,EWR,LONG>=5mi,23,0.163121
2019,2,EWR,MED<5mi,15,0.106383
2019,2,EWR,SHORT<1mi,103,0.730496
2019,2,Manhattan,LONG>=5mi,607349,0.092237
2019,2,Manhattan,MED<5mi,4163096,0.632239
2019,2,Manhattan,SHORT<1mi,1814240,0.275524
2019,2,N/A,LONG>=5mi,525,0.290055
2019,2,N/A,MED<5mi,623,0.344199
2019,2,N/A,SHORT<1mi,662,0.365746
2019,2,Queens,LONG>=5mi,398107,0.667581
2019,2,Queens,MED<5mi,147677,0.247638
2019,2,Queens,SHORT<1mi,50559,0.084782
2019,2,Staten Island,LONG>=5mi,544,0.813154
2019,2,Staten Island,MED<5mi,64,0.095665
2019,2,Staten Island,SHORT<1mi,61,0.091181
2019,2,Unknown,LONG>=5mi,8053,0.124623
2019,2,Unknown,MED<5mi,37808,0.585091
2019,2,Unknown,SHORT<1mi,18758,0.290286
2019,3,Bronx,LONG>=5mi,35941,0.477888
2019,3,Bronx,MED<5mi,32207,0.428239
2019,3,Bronx,SHORT<1mi,7060,0.093873
2019,3,Brooklyn,LONG>=5mi,94955,0.312549
2019,3,Brooklyn,MED<5mi,162150,0.533725
2019,3,Brooklyn,SHORT<1mi,46703,0.153725
2019,3,EWR,LONG>=5mi,28,0.175
2019,3,EWR,MED<5mi,27,0.16875
2019,3,EWR,SHORT<1mi,105,0.65625
2019,3,Manhattan,LONG>=5mi,705317,0.096469
2019,3,Manhattan,MED<5mi,4654855,0.636666
2019,3,Manhattan,SHORT<1mi,1951130,0.266865
2019,3,N/A,LONG>=5mi,588,0.316469
2019,3,N/A,MED<5mi,588,0.316469
2019,3,N/A,SHORT<1mi,682,0.367061
2019,3,Queens,LONG>=5mi,476588,0.679749
2019,3,Queens,MED<5mi,169633,0.241945
2019,3,Queens,SHORT<1mi,54902,0.078306
2019,3,Staten Island,LONG>=5mi,448,0.8
2019,3,Staten Island,MED<5mi,53,0.094643
2019,3,Staten Island,SHORT<1mi,59,0.105357
2019,3,Unknown,LONG>=5mi,6199,0.131485
2019,3,Unknown,MED<5mi,27453,0.582298
2019,3,Unknown,SHORT<1mi,13494,0.286217
2019,4,Bronx,LONG>=5mi,25936,0.438153
2019,4,Bronx,MED<5mi,27325,0.461618
2019,4,Bronx,SHORT<1mi,5933,0.10023
2019,4,Brooklyn,LONG>=5mi,75249,0.283399
2019,4,Brooklyn,MED<5mi,148678,0.559944
2019,4,Brooklyn,SHORT<1mi,41596,0.156657
2019,4,EWR,LONG>=5mi,36,0.185567
2019,4,EWR,MED<5mi,31,0.159794
2019,4,EWR,SHORT<1mi,127,0.654639
2019,4,Manhattan,LONG>=5mi,668832,0.096493
2019,4,Manhattan,MED<5mi,4464964,0.644167
2019,4,Manhattan,SHORT<1mi,1797582,0.25934
2019,4,N/A,LONG>=5mi,742,0.283314
2019,4,N/A,MED<5mi,1039,0.396716
2019,4,N/A,SHORT<1mi,838,0.319969
2019,4,Queens,LONG>=5mi,451774,0.685848
2019,4,Queens,MED<5mi,156925,0.238231
2019,4,Queens,SHORT<1mi,50010,0.075921
2019,4,Staten Island,LONG>=5mi,367,0.741414
2019,4,Staten Island,MED<5mi,76,0.153535
2019,4,Staten Island,SHORT<1mi,52,0.105051
2019,4,Unknown,LONG>=5mi,8742,0.13728
2019,4,Unknown,MED<5mi,37785,0.593357
2019,4,Unknown,SHORT<1mi,17153,0.269362
2019,5,Bronx,LONG>=5mi,21471,0.413269
2019,5,Bronx,MED<5mi,24990,0.481002
2019,5,Bronx,SHORT<1mi,5493,0.105728
2019,5,Brooklyn,LONG>=5mi,67573,0.273291
2019,5,Brooklyn,MED<5mi,139495,0.56417
2019,5,Brooklyn,SHORT<1mi,40189,0.162539
2019,5,EWR,LONG>=5mi,49,0.233333
2019,5,EWR,MED<5mi,26,0.12381
2019,5,EWR,SHORT<1mi,135,0.642857
2019,5,Manhattan,LONG>=5mi,685590,0.097524
2019,5,Manhattan,MED<5mi,4524606,0.643616
2019,5,Manhattan,SHORT<1mi,1819785,0.258861
2019,5,N/A,LONG>=5mi,742,0.300892
2019,5,N/A,MED<5mi,972,0.394161
2019,5,N/A,SHORT<1mi,752,0.304947
2019,5,Queens,LONG>=5mi,469096,0.685298
2019,5,Queens,MED<5mi,163946,0.239507
2019,5,Queens,SHORT<1mi,51472,0.075195
2019,5,Staten Island,LONG>=5mi,401,0.721223
2019,5,Staten Island,MED<5mi,104,0.18705
2019,5,Staten Island,SHORT<1mi,51,0.091727
2019,5,Unknown,LONG>=5mi,7726,0.129862
2019,5,Unknown,MED<5mi,35443,0.595741
2019,5,Unknown,SHORT<1mi,16325,0.274397
2019,6,Bronx,LONG>=5mi,19029,0.409138
2019,6,Bronx,MED<5mi,22724,0.488583
2019,6,Bronx,SHORT<1mi,4757,0.102279
2019,6,Brooklyn,LONG>=5mi,63200,0.277832
2019,6,Brooklyn,MED<5mi,129555,0.569533
2019,6,Brooklyn,SHORT<1mi,34721,0.152636
2019,6,EWR,LONG>=5mi,41,0.193396
2019,6,EWR,MED<5mi,35,0.165094
2019,6,EWR,SHORT<1mi,136,0.641509
2019,6,Manhattan,LONG>=5mi,641916,0.099905
2019,6,Manhattan,MED<5mi,4147217,0.645457
2019,6,Manhattan,SHORT<1mi,1636108,0.254638
2019,6,N/A,LONG>=5mi,707,0.302654
2019,6,N/A,MED<5mi,878,0.375856
2019,6,N/A,SHORT<1mi,751,0.32149
2019,6,Queens,LONG>=5mi,440630,0.679481
2019,6,Queens,MED<5mi,160801,0.247966
2019,6,Queens,SHORT<1mi,47049,0.072553
2019,6,Staten Island,LONG>=5mi,381,0.728489
2019,6,Staten Island,MED<5mi,78,0.14914
2019,6,Staten Island,SHORT<1mi,64,0.122371
2019,6,Unknown,LONG>=5mi,6737,0.127481
2019,6,Unknown,MED<5mi,31536,0.596742
2019,6,Unknown,SHORT<1mi,14574,0.275777
2019,7,Bronx,LONG>=5mi,17472,0.403008
2019,7,Bronx,MED<5mi,21472,0.495271
2019,7,Bronx,SHORT<1mi,4410,0.101721
2019,7,Brooklyn,LONG>=5mi,55370,0.276553
2019,7,Brooklyn,MED<5mi,114369,0.571231
2019,7,Brooklyn,SHORT<1mi,30476,0.152216
2019,7,EWR,LONG>=5mi,34,0.203593
2019,7,EWR,MED<5mi,25,0.149701
2019,7,EWR,SHORT<1mi,108,0.646707
2019,7,Manhattan,LONG>=5mi,570525,0.098287
2019,7,Manhattan,MED<5mi,3735930,0.643605
2019,7,Manhattan,SHORT<1mi,1498242,0.258109
2019,7,N/A,LONG>=5mi,666,0.309623
2019,7,N/A,MED<5mi,783,0.364017
2019,7,N/A,SHORT<1mi,702,0.32636
2019,7,Queens,LONG>=5mi,413264,0.682967
2019,7,Queens,MED<5mi,147857,0.244351
2019,7,Queens,SHORT<1mi,43980,0.072682
2019,7,Staten Island,LONG>=5mi,389,0.77336
2019,7,Staten Island,MED<5mi,77,0.153082
2019,7,Staten Island,SHORT<1mi,37,0.073559
2019,7,Unknown,LONG>=5mi,5812,0.132476
2019,7,Unknown,MED<5mi,26067,0.59416
2019,7,Unknown,SHORT<1mi,11993,0.273363
2019,8,Bronx,LONG>=5mi,16318,0.390841
2019,8,Bronx,MED<5mi,21128,0.506048
2019,8,Bronx,SHORT<1mi,4305,0.103111
2019,8,Brooklyn,LONG>=5mi,50859,0.276588
2019,8,Brooklyn,MED<5mi,105910,0.575973
2019,8,Brooklyn,SHORT<1mi,27111,0.147439
2019,8,EWR,LONG>=5mi,51,0.281768
2019,8,EWR,MED<5mi,24,0.132597
2019,8,EWR,SHORT<1mi,106,0.585635
2019,8,Manhattan,LONG>=5mi,557272,0.100255
2019,8,Manhattan,MED<5mi,3606955,0.648903
2019,8,Manhattan,SHORT<1mi,1394313,0.250842
2019,8,N/A,LONG>=5mi,608,0.346636
2019,8,N/A,MED<5mi,587,0.334664
2019,8,N/A,SHORT<1mi,559,0.3187
2019,8,Queens,LONG>=5mi,419641,0.69237
2019,8,Queens,MED<5mi,145359,0.239829
2019,8,Queens,SHORT<1mi,41094,0.067801
2019,8,Staten Island,LONG>=5mi,378,0.809422
2019,8,Staten Island,MED<5mi,62,0.132762
2019,8,Staten Island,SHORT<1mi,27,0.057816
2019,8,Unknown,LONG>=5mi,7219,0.157948
2019,8,Unknown,MED<5mi,26683,0.583809
2019,8,Unknown,SHORT<1mi,11803,0.258243
2019,9,Bronx,LONG>=5mi,16312,0.398058
2019,9,Bronx,MED<5mi,20608,0.502892
2019,9,Bronx,SHORT<1mi,4059,0.099051
2019,9,Brooklyn,LONG>=5mi,53369,0.27378
2019,9,Brooklyn,MED<5mi,112253,0.575851
2019,9,Brooklyn,SHORT<1mi,29312,0.150369
2019,9,EWR,LONG>=5mi,39,0.208556
2019,9,EWR,MED<5mi,26,0.139037
2019,9,EWR,SHORT<1mi,122,0.652406
2019,9,Manhattan,LONG>=5mi,592270,0.09789
2019,9,Manhattan,MED<5mi,3923470,0.64847
2019,9,Manhattan,SHORT<1mi,1534607,0.25364
2019,9,N/A,LONG>=5mi,629,0.361079
2019,9,N/A,MED<5mi,559,0.320896
2019,9,N/A,SHORT<1mi,554,0.318025
2019,9,Queens,LONG>=5mi,413089,0.694946
2019,9,Queens,MED<5mi,141141,0.237444
2019,9,Queens,SHORT<1mi,40189,0.067611
2019,9,Staten Island,LONG>=5mi,341,0.823671
2019,9,Staten Island,MED<5mi,42,0.101449
2019,9,Staten Island,SHORT<1mi,31,0.074879
2019,9,Unknown,LONG>=5mi,7192,0.151283
2019,9,Unknown,MED<5mi,27540,0.579302
2019,9,Unknown,SHORT<1mi,12808,0.269415
2019,10,Bronx,LONG>=5mi,18695,0.420424
2019,10,Bronx,MED<5mi,21443,0.482223
2019,10,Bronx,SHORT<1mi,4329,0.097353
2019,10,Brooklyn,LONG>=5mi,59032,0.284931
2019,10,Brooklyn,MED<5mi,116608,0.562834
2019,10,Brooklyn,SHORT<1mi,31540,0.152235
2019,10,EWR,LONG>=5mi,50,0.228311
2019,10,EWR,MED<5mi,23,0.105023
2019,10,EWR,SHORT<1mi,146,0.666667
2019,10,Manhattan,LONG>=5mi,637900,0.095463
2019,10,Manhattan,MED<5mi,4311896,0.645284
2019,10,Manhattan,SHORT<1mi,1732373,0.259253
2019,10,N/A,LONG>=5mi,605,0.360334
2019,10,N/A,MED<5mi,563,0.335319
2019,10,N/A,SHORT<1mi,511,0.304348
2019,10,Queens,LONG>=5mi,429819,0.691981
2019,10,Queens,MED<5mi,148108,0.238444
2019,10,Queens,SHORT<1mi,43216,0.069575
2019,10,Staten Island,LONG>=5mi,435,0.885947
2019,10,Staten Island,MED<5mi,45,0.09165
2019,10,Staten Island,SHORT<1mi,11,0.022403
2019,10,Unknown,LONG>=5mi,7360,0.152192
2019,10,Unknown,MED<5mi,27946,0.577874
2019,10,Unknown,SHORT<1mi,13054,0.269934
2019,11,Bronx,LONG>=5mi,14778,0.400076
2019,11,Bronx,MED<5mi,18131,0.49085
2019,11,Bronx,SHORT<1mi,4029,0.109075
2019,11,Brooklyn,LONG>=5mi,49345,0.267164
2019,11,Brooklyn,MED<5mi,105591,0.571692
2019,11,Brooklyn,SHORT<1mi,29763,0.161143
2019,11,EWR,LONG>=5mi,44,0.189655
2019,11,EWR,MED<5mi,21,0.090517
2019,11,EWR,SHORT<1mi,167,0.719828
2019,11,Manhattan,LONG>=5mi,597378,0.093391
2019,11,Manhattan,MED<5mi,4108532,0.642307
2019,11,Manhattan,SHORT<1mi,1690617,0.264302
2019,11,N/A,LONG>=5mi,574,0.370801
2019,11,N/A,MED<5mi,496,0.320413
2019,11,N/A,SHORT<1mi,478,0.308786
2019,11,Queens,LONG>=5mi,379000,0.679518
2019,11,Queens,MED<5mi,137083,0.245779
2019,11,Queens,SHORT<1mi,41665,0.074702
2019,11,Staten Island,LONG>=5mi,366,0.799127
2019,11,Staten Island,MED<5mi,57,0.124454
2019,11,Staten Island,SHORT<1mi,35,0.076419
2019,11,Unknown,LONG>=5mi,6572,0.144452
2019,11,Unknown,MED<5mi,26438,0.581106
2019,11,Unknown,SHORT<1mi,12486,0.274442
2019,12,Bronx,LONG>=5mi,17335,0.409482
2019,12,Bronx,MED<5mi,20662,0.488071
2019,12,Bronx,SHORT<1mi,4337,0.102447
2019,12,Brooklyn,LONG>=5mi,53014,0.274007
2019,12,Brooklyn,MED<5mi,109029,0.563524
2019,12,Brooklyn,SHORT<1mi,31434,0.162469
2019,12,EWR,LONG>=5mi,57,0.21673
2019,12,EWR,MED<5mi,32,0.121673
2019,12,EWR,SHORT<1mi,174,0.661597
2019,12,Manhattan,LONG>=5mi,615592,0.096369
2019,12,Manhattan,MED<5mi,4047667,0.63365
2019,12,Manhattan,SHORT<1mi,1724599,0.269981
2019,12,N/A,LONG>=5mi,611,0.334795
2019,12,N/A,MED<5mi,603,0.330411
2019,12,N/A,SHORT<1mi,611,0.334795
2019,12,Queens,LONG>=5mi,398408,0.67764
2019,12,Queens,MED<5mi,144106,0.245105
2019,12,Queens,SHORT<1mi,45421,0.077255
2019,12,Staten Island,LONG>=5mi,334,0.843434
2019,12,Staten Island,MED<5mi,41,0.103535
2019,12,Staten Island,SHORT<1mi,21,0.05303
2019,12,Unknown,LONG>=5mi,6994,0.149764
2019,12,Unknown,MED<5mi,26590,0.569379
2019,12,Unknown,SHORT<1mi,13116,0.280857
2020,1,Bronx,LONG>=5mi,19384,0.439487
2020,1,Bronx,MED<5mi,20616,0.467419
2020,1,Bronx,SHORT<1mi,4106,0.093094
2020,1,Brooklyn,LONG>=5mi,52071,0.282603
2020,1,Brooklyn,MED<5mi,103369,0.561011
2020,1,Brooklyn,SHORT<1mi,28815,0.156387
2020,1,EWR,LONG>=5mi,22,0.133333
2020,1,EWR,MED<5mi,25,0.151515
2020,1,EWR,SHORT<1mi,118,0.715152
2020,1,Manhattan,LONG>=5mi,529396,0.088925
2020,1,Manhattan,MED<5mi,3832395,0.643743
2020,1,Manhattan,SHORT<1mi,1591505,0.267332
2020,1,N/A,LONG>=5mi,589,0.390843
2020,1,N/A,MED<5mi,451,0.29927
2020,1,N/A,SHORT<1mi,467,0.309887
2020,1,Queens,LONG>=5mi,360484,0.681628
2020,1,Queens,MED<5mi,129362,0.244607
2020,1,Queens,SHORT<1mi,39011,0.073765
2020,1,Staten Island,LONG>=5mi,391,0.837259
2020,1,Staten Island,MED<5mi,40,0.085653
2020,1,Staten Island,SHORT<1mi,36,0.077088
2020,1,Unknown,LONG>=5mi,5608,0.142036
2020,1,Unknown,MED<5mi,23116,0.585467
2020,1,Unknown,SHORT<1mi,10759,0.272497
2020,2,Bronx,LONG>=5mi,15140,0.414795
2020,2,Bronx,MED<5mi,17537,0.480466
2020,2,Bronx,SHORT<1mi,3823,0.10474
2020,2,Brooklyn,LONG>=5mi,45763,0.267916
2020,2,Brooklyn,MED<5mi,96685,0.566035
2020,2,Brooklyn,SHORT<1mi,28363,0.166049
2020,2,EWR,LONG>=5mi,26,0.163522
2020,2,EWR,MED<5mi,25,0.157233
2020,2,EWR,SHORT<1mi,108,0.679245
2020,2,Manhattan,LONG>=5mi,525274,0.088933
2020,2,Manhattan,MED<5mi,3794413,0.642427
2020,2,Manhattan,SHORT<1mi,1586688,0.26864
2020,2,N/A,LONG>=5mi,633,0.410772
2020,2,N/A,MED<5mi,482,0.312784
2020,2,N/A,SHORT<1mi,426,0.276444
2020,2,Queens,LONG>=5mi,318804,0.676513
2020,2,Queens,MED<5mi,116260,0.246708
2020,2,Queens,SHORT<1mi,36182,0.076779
2020,2,Staten Island,LONG>=5mi,279,0.827893
2020,2,Staten Island,MED<5mi,37,0.109792
2020,2,Staten Island,SHORT<1mi,21,0.062315
2020,2,Unknown,LONG>=5mi,5091,0.140333
2020,2,Unknown,MED<5mi,21294,0.586967
2020,2,Unknown,SHORT<1mi,9893,0.2727
2020,3,Bronx,LONG>=5mi,10593,0.412019
2020,3,Bronx,MED<5mi,12375,0.48133
2020,3,Bronx,SHORT<1mi,2742,0.106651
2020,3,Brooklyn,LONG>=5mi,26804,0.282507
2020,3,Brooklyn,MED<5mi,53238,0.561115
2020,3,Brooklyn,SHORT<1mi,14837,0.156378
2020,3,EWR,LONG>=5mi,17,0.197674
2020,3,EWR,MED<5mi,11,0.127907
2020,3,EWR,SHORT<1mi,58,0.674419
2020,3,Manhattan,LONG>=5mi,269049,0.095438
2020,3,Manhattan,MED<5mi,1828027,0.648444
2020,3,Manhattan,SHORT<1mi,722021,0.256118
2020,3,N/A,LONG>=5mi,672,0.464088
2020,3,N/A,MED<5mi,540,0.372928
2020,3,N/A,SHORT<1mi,236,0.162983
2020,3,Queens,LONG>=5mi,149167,0.643033
2020,3,Queens,MED<5mi,63937,0.275621
2020,3,Queens,SHORT<1mi,18870,0.081345
2020,3,Staten Island,LONG>=5mi,264,0.90411
2020,3,Staten Island,MED<5mi,20,0.068493
2020,3,Staten Island,SHORT<1mi,8,0.027397
2020,3,Unknown,LONG>=5mi,2467,0.140346
2020,3,Unknown,MED<5mi,10577,0.601718
2020,3,Unknown,SHORT<1mi,4534,0.257936
2020,4,Bronx,LONG>=5mi,4723,0.49065
2020,4,Bronx,MED<5mi,4053,0.421047
2020,4,Bronx,SHORT<1mi,850,0.088303
2020,4,Brooklyn,LONG>=5mi,5372,0.383085
2020,4,Brooklyn,MED<5mi,7258,0.517578
2020,4,Brooklyn,SHORT<1mi,1393,0.099337
2020,4,EWR,LONG>=5mi,2,0.666667
2020,4,EWR,MED<5mi,1,0.333333
2020,4,Manhattan,LONG>=5mi,28838,0.12865
2020,4,Manhattan,MED<5mi,138439,0.617596
2020,4,Manhattan,SHORT<1mi,56881,0.253754
2020,4,N/A,LONG>=5mi,164,0.609665
2020,4,N/A,MED<5mi,82,0.304833
2020,4,N/A,SHORT<1mi,23,0.085502
2020,4,Queens,LONG>=5mi,7823,0.556045
2020,4,Queens,MED<5mi,4985,0.354325
2020,4,Queens,SHORT<1mi,1261,0.08963
2020,4,Staten Island,LONG>=5mi,132,0.94964
2020,4,Staten Island,MED<5mi,3,0.021583
2020,4,Staten Island,SHORT<1mi,4,0.028777
2020,4,Unknown,LONG>=5mi,185,0.110316
2020,4,Unknown,MED<5mi,961,0.573047
2020,4,Unknown,SHORT<1mi,531,0.316637
2020,5,Bronx,LONG>=5mi,11791,0.581525
2020,5,Bronx,MED<5mi,7350,0.362498
2020,5,Bronx,SHORT<1mi,1135,0.055978
2020,5,Brooklyn,LONG>=5mi,15150,0.485888
2020,5,Brooklyn,MED<5mi,14006,0.449198
2020,5,Brooklyn,SHORT<1mi,2024,0.064913
2020,5,EWR,LONG>=5mi,3,0.75
2020,5,EWR,SHORT<1mi,1,0.25
2020,5,Manhattan,LONG>=5mi,49520,0.160733
2020,5,Manhattan,MED<5mi,188840,0.61294
2020,5,Manhattan,SHORT<1mi,69729,0.226327
2020,5,N/A,LONG>=5mi,577,0.811533
2020,5,N/A,MED<5mi,77,0.108298
2020,5,N/A,SHORT<1mi,57,0.080169
2020,5,Queens,LONG>=5mi,17081,0.640602
2020,5,Queens,MED<5mi,7886,0.295755
2020,5,Queens,SHORT<1mi,1697,0.063644
2020,5,Staten Island,LONG>=5mi,455,0.959916
2020,5,Staten Island,MED<5mi,6,0.012658
2020,5,Staten Island,SHORT<1mi,13,0.027426
2020,5,Unknown,LONG>=5mi,320,0.132122
2020,5,Unknown,MED<5mi,1417,0.585054
2020,5,Unknown,SHORT<1mi,685,0.282824
2020,6,Bronx,LONG>=5mi,9775,0.563563
2020,6,Bronx,MED<5mi,6369,0.367195
2020,6,Bronx,SHORT<1mi,1201,0.069242
2020,6,Brooklyn,LONG>=5mi,15466,0.490253
2020,6,Brooklyn,MED<5mi,13581,0.430501
2020,6,Brooklyn,SHORT<1mi,2500,0.079247
2020,6,EWR,LONG>=5mi,4,0.4
2020,6,EWR,SHORT<1mi,6,0.6
2020,6,Manhattan,LONG>=5mi,62215,0.126475
2020,6,Manhattan,MED<5mi,318342,0.64715
2020,6,Manhattan,SHORT<1mi,111357,0.226375
2020,6,N/A,LONG>=5mi,295,0.702381
2020,6,N/A,MED<5mi,76,0.180952
2020,6,N/A,SHORT<1mi,49,0.116667
2020,6,Queens,LONG>=5mi,28338,0.704715
2020,6,Queens,MED<5mi,9727,0.241893
2020,6,Queens,SHORT<1mi,2147,0.053392
2020,6,Staten Island,LONG>=5mi,730,0.944373
2020,6,Staten Island,MED<5mi,29,0.037516
2020,6,Staten Island,SHORT<1mi,14,0.018111
2020,6,Unknown,LONG>=5mi,967,0.238353
2020,6,Unknown,MED<5mi,2227,0.548928
2020,6,Unknown,SHORT<1mi,863,0.212719
2020,7,Bronx,LONG>=5mi,11149,0.549862
2020,7,Bronx,MED<5mi,7628,0.376208
2020,7,Bronx,SHORT<1mi,1499,0.07393
2020,7,Brooklyn,LONG>=5mi,18194,0.487945
2020,7,Brooklyn,MED<5mi,16053,0.430525
2020,7,Brooklyn,SHORT<1mi,3040,0.08153
2020,7,EWR,LONG>=5mi,4,0.363636
2020,7,EWR,MED<5mi,1,0.090909
2020,7,EWR,SHORT<1mi,6,0.545455
