YEAR,MONTH,PU_BOROUGH,LENGTH_BUCKET,TRIPS,SHARE_BUCKET
2016,10,Staten Island,SHORT<1mi,137,0.24552
2016,10,Unknown,LONG>=5mi,19793,0.139329
2016,10,Unknown,MED<5mi,87774,0.61787
2016,10,Unknown,SHORT<1mi,34492,0.242801
2016,11,Bronx,LONG>=5mi,8395,0.167208
2016,11,Bronx,MED<5mi,31024,0.617922
2016,11,Bronx,SHORT<1mi,10788,0.21487
2016,11,Brooklyn,LONG>=5mi,91510,0.167335
2016,11,Brooklyn,MED<5mi,345585,0.631936
2016,11,Brooklyn,SHORT<1mi,109772,0.200729
2016,11,EWR,LONG>=5mi,54,0.219512
2016,11,EWR,MED<5mi,42,0.170732
2016,11,EWR,SHORT<1mi,150,0.609756
2016,11,Manhattan,LONG>=5mi,965486,0.101304
2016,11,Manhattan,MED<5mi,6145720,0.64484
2016,11,Manhattan,SHORT<1mi,2419404,0.253856
2016,11,N/A,LONG>=5mi,761,0.284273
2016,11,N/A,MED<5mi,1033,0.38588
2016,11,N/A,SHORT<1mi,883,0.329847
2016,11,Queens,LONG>=5mi,511922,0.570804
2016,11,Queens,MED<5mi,284923,0.317695
2016,11,Queens,SHORT<1mi,99999,0.111501
2016,11,Staten Island,LONG>=5mi,146,0.265938
2016,11,Staten Island,MED<5mi,247,0.449909
2016,11,Staten Island,SHORT<1mi,156,0.284153
2016,11,Unknown,LONG>=5mi,19233,0.13611
2016,11,Unknown,MED<5mi,86605,0.612894
2016,11,Unknown,SHORT<1mi,35467,0.250996
2016,12,Bronx,LONG>=5mi,8951,0.161579
2016,12,Bronx,MED<5mi,34064,0.614907
2016,12,Bronx,SHORT<1mi,12382,0.223514
2016,12,Brooklyn,LONG>=5mi,92480,0.160564
2016,12,Brooklyn,MED<5mi,360737,0.626312
2016,12,Brooklyn,SHORT<1mi,122753,0.213124
2016,12,EWR,LONG>=5mi,67,0.248148
2016,12,EWR,MED<5mi,51,0.188889
2016,12,EWR,SHORT<1mi,152,0.562963
2016,12,Manhattan,LONG>=5mi,1005385,0.101885
2016,12,Manhattan,MED<5mi,6282221,0.636637
2016,12,Manhattan,SHORT<1mi,2580220,0.261478
2016,12,N/A,LONG>=5mi,778,0.289866
2016,12,N/A,MED<5mi,1034,0.385246
2016,12,N/A,SHORT<1mi,872,0.324888
2016,12,Queens,LONG>=5mi,474768,0.52727
2016,12,Queens,MED<5mi,312425,0.346975
2016,12,Queens,SHORT<1mi,113233,0.125755
2016,12,Staten Island,LONG>=5mi,184,0.32
2016,12,Staten Island,MED<5mi,258,0.448696
2016,12,Staten Island,SHORT<1mi,133,0.231304
2016,12,Unknown,LONG>=5mi,25292,0.136632
2016,12,Unknown,MED<5mi,112432,0.607376
2016,12,Unknown,SHORT<1mi,47387,0.255992
2017,1,Bronx,LONG>=5mi,7354,0.16034
2017,1,Bronx,MED<5mi,28020,0.610923
2017,1,Bronx,SHORT<1mi,10491,0.228737
2017,1,Brooklyn,LONG>=5mi,81208,0.158055
2017,1,Brooklyn,MED<5mi,321150,0.625054
2017,1,Brooklyn,SHORT<1mi,111438,0.216892
2017,1,EWR,LONG>=5mi,60,0.288462
2017,1,EWR,MED<5mi,49,0.235577
2017,1,EWR,SHORT<1mi,99,0.475962
2017,1,Manhattan,LONG>=5mi,841605,0.091914
2017,1,Manhattan,MED<5mi,5830499,0.636763
2017,1,Manhattan,SHORT<1mi,2484363,0.271323
2017,1,N/A,LONG>=5mi,606,0.287886
2017,1,N/A,MED<5mi,803,0.381473
2017,1,N/A,SHORT<1mi,696,0.330641
2017,1,Queens,LONG>=5mi,465408,0.561015
2017,1,Queens,MED<5mi,264112,0.318368
2017,1,Queens,SHORT<1mi,100062,0.120617
2017,1,Staten Island,LONG>=5mi,117,0.225434
2017,1,Staten Island,MED<5mi,236,0.454721
2017,1,Staten Island,SHORT<1mi,166,0.319846
2017,1,Unknown,LONG>=5mi,20003,0.127004
2017,1,Unknown,MED<5mi,95507,0.606398
2017,1,Unknown,SHORT<1mi,41989,0.266599
2017,2,Bronx,LONG>=5mi,7151,0.157179
2017,2,Bronx,MED<5mi,28119,0.618054
2017,2,Bronx,SHORT<1mi,10226,0.224767
2017,2,Brooklyn,LONG>=5mi,77626,0.158638
2017,2,Brooklyn,MED<5mi,309697,0.632901
2017,2,Brooklyn,SHORT<1mi,102006,0.208461
2017,2,EWR,LONG>=5mi,36,0.214286
2017,2,EWR,MED<5mi,30,0.178571
2017,2,EWR,SHORT<1mi,102,0.607143
2017,2,Manhattan,LONG>=5mi,825740,0.095027
2017,2,Manhattan,MED<5mi,5577669,0.641884
2017,2,Manhattan,SHORT<1mi,2286117,0.263089
2017,2,N/A,LONG>=5mi,542,0.277238
2017,2,N/A,MED<5mi,757,0.387212
2017,2,N/A,SHORT<1mi,656,0.33555
2017,2,Queens,LONG>=5mi,406625,0.543042
2017,2,Queens,MED<5mi,250906,0.335081
2017,2,Queens,SHORT<1mi,91260,0.121876
2017,2,Staten Island,LONG>=5mi,84,0.411765
2017,2,Staten Island,MED<5mi,52,0.254902
2017,2,Staten Island,SHORT<1mi,68,0.333333
2017,2,Unknown,LONG>=5mi,17856,0.124169
2017,2,Unknown,MED<5mi,88356,0.61442
2017,2,Unknown,SHORT<1mi,37592,0.261411
2017,3,Bronx,LONG>=5mi,9125,0.153446
2017,3,Bronx,MED<5mi,37309,0.62739
2017,3,Bronx,SHORT<1mi,13033,0.219164
2017,3,Brooklyn,LONG>=5mi,87020,0.156045
2017,3,Brooklyn,MED<5mi,348394,0.624744
2017,3,Brooklyn,SHORT<1mi,122245,0.219211
2017,3,EWR,LONG>=5mi,54,0.253521
2017,3,EWR,MED<5mi,37,0.173709
2017,3,EWR,SHORT<1mi,122,0.57277
2017,3,Manhattan,LONG>=5mi,947183,0.098027
2017,3,Manhattan,MED<5mi,6082127,0.629456
2017,3,Manhattan,SHORT<1mi,2633206,0.272518
2017,3,N/A,LONG>=5mi,605,0.273014
2017,3,N/A,MED<5mi,829,0.374097
2017,3,N/A,SHORT<1mi,782,0.352888
2017,3,Queens,LONG>=5mi,510291,0.557091
2017,3,Queens,MED<5mi,295764,0.322889
2017,3,Queens,SHORT<1mi,109937,0.12002
2017,3,Staten Island,LONG>=5mi,165,0.322896
2017,3,Staten Island,MED<5mi,212,0.414873
2017,3,Staten Island,SHORT<1mi,134,0.262231
2017,3,Unknown,LONG>=5mi,22508,0.13078
2017,3,Unknown,MED<5mi,103512,0.601443
2017,3,Unknown,SHORT<1mi,46086,0.267777
2017,4,Bronx,LONG>=5mi,8592,0.178684
2017,4,Bronx,MED<5mi,29353,0.61044
2017,4,Bronx,SHORT<1mi,10140,0.210877
2017,4,Brooklyn,LONG>=5mi,87506,0.164806
2017,4,Brooklyn,MED<5mi,338389,0.637309
2017,4,Brooklyn,SHORT<1mi,105070,0.197885
2017,4,EWR,LONG>=5mi,64,0.340426
2017,4,EWR,MED<5mi,33,0.175532
2017,4,EWR,SHORT<1mi,91,0.484043
2017,4,Manhattan,LONG>=5mi,940414,0.099745
2017,4,Manhattan,MED<5mi,6070326,0.643851
2017,4,Manhattan,SHORT<1mi,2417416,0.256404
2017,4,N/A,LONG>=5mi,652,0.291984
2017,4,N/A,MED<5mi,831,0.372145
2017,4,N/A,SHORT<1mi,750,0.335871
2017,4,Queens,LONG>=5mi,530849,0.587948
2017,4,Queens,MED<5mi,276334,0.306057
2017,4,Queens,SHORT<1mi,95702,0.105996
2017,4,Staten Island,LONG>=5mi,158,0.233383
2017,4,Staten Island,MED<5mi,338,0.499261
2017,4,Staten Island,SHORT<1mi,181,0.267356
2017,4,Unknown,LONG>=5mi,18050,0.136937
2017,4,Unknown,MED<5mi,80600,0.611477
2017,4,Unknown,SHORT<1mi,33162,0.251586
2017,5,Bronx,LONG>=5mi,8451,0.180061
2017,5,Bronx,MED<5mi,28659,0.610623
2017,5,Bronx,SHORT<1mi,9824,0.209315
2017,5,Brooklyn,LONG>=5mi,86867,0.168553
2017,5,Brooklyn,MED<5mi,326570,0.633664
2017,5,Brooklyn,SHORT<1mi,101931,0.197783
2017,5,EWR,LONG>=5mi,51,0.207317
2017,5,EWR,MED<5mi,43,0.174797
2017,5,EWR,SHORT<1mi,152,0.617886
2017,5,Manhattan,LONG>=5mi,947521,0.100458
2017,5,Manhattan,MED<5mi,6048706,0.641297
2017,5,Manhattan,SHORT<1mi,2435759,0.258245
2017,5,N/A,LONG>=5mi,636,0.277366
2017,5,N/A,MED<5mi,910,0.39686
2017,5,N/A,SHORT<1mi,747,0.325774
2017,5,Queens,LONG>=5mi,563290,0.594649
2017,5,Queens,MED<5mi,287319,0.303315
2017,5,Queens,SHORT<1mi,96655,0.102036
2017,5,Staten Island,LONG>=5mi,91,0.287066
2017,5,Staten Island,MED<5mi,142,0.44795
2017,5,Staten Island,SHORT<1mi,84,0.264984
2017,5,Unknown,LONG>=5mi,19273,0.141503
2017,5,Unknown,MED<5mi,82898,0.60864
2017,5,Unknown,SHORT<1mi,34031,0.249857
2017,6,Bronx,LONG>=5mi,8634,0.188725
2017,6,Bronx,MED<5mi,27916,0.610199
2017,6,Bronx,SHORT<1mi,9199,0.201075
2017,6,Brooklyn,LONG>=5mi,82963,0.173135
2017,6,Brooklyn,MED<5mi,303977,0.634368
2017,6,Brooklyn,SHORT<1mi,92241,0.192497
2017,6,EWR,LONG>=5mi,64,0.301887
2017,6,EWR,MED<5mi,39,0.183962
2017,6,EWR,SHORT<1mi,109,0.514151
2017,6,Manhattan,LONG>=5mi,907199,0.100567
2017,6,Manhattan,MED<5mi,5807362,0.643772
2017,6,Manhattan,SHORT<1mi,2306275,0.255661
2017,6,N/A,LONG>=5mi,647,0.298983
2017,6,N/A,MED<5mi,814,0.376155
2017,6,N/A,SHORT<1mi,703,0.324861
2017,6,Queens,LONG>=5mi,523875,0.595899
2017,6,Queens,MED<5mi,267440,0.304208
2017,6,Queens,SHORT<1mi,87819,0.099893
2017,6,Staten Island,LONG>=5mi,75,0.326087
2017,6,Staten Island,MED<5mi,99,0.430435
2017,6,Staten Island,SHORT<1mi,56,0.243478
2017,6,Unknown,LONG>=5mi,18170,0.142793
2017,6,Unknown,MED<5mi,77646,0.610199
2017,6,Unknown,SHORT<1mi,31431,0.247008
2017,7,Bronx,LONG>=5mi,8723,0.210157
2017,7,Bronx,MED<5mi,24826,0.598116
2017,7,Bronx,SHORT<1mi,7958,0.191727
2017,7,Brooklyn,LONG>=5mi,75575,0.177605
2017,7,Brooklyn,MED<5mi,268550,0.631107
2017,7,Brooklyn,SHORT<1mi,81397,0.191287
2017,7,EWR,LONG>=5mi,72,0.32287
2017,7,EWR,MED<5mi,46,0.206278
2017,7,EWR,SHORT<1mi,105,0.470852
2017,7,Manhattan,LONG>=5mi,804045,0.10017
2017,7,Manhattan,MED<5mi,5180932,0.645452
2017,7,Manhattan,SHORT<1mi,2041848,0.254378
2017,7,N/A,LONG>=5mi,578,0.29641
2017,7,N/A,MED<5mi,731,0.374872
2017,7,N/A,SHORT<1mi,641,0.328718
2017,7,Queens,LONG>=5mi,500086,0.602399
2017,7,Queens,MED<5mi,248958,0.299892
2017,7,Queens,SHORT<1mi,81114,0.097709
2017,7,Staten Island,LONG>=5mi,69,0.291139
2017,7,Staten Island,MED<5mi,103,0.434599
2017,7,Staten Island,SHORT<1mi,65,0.274262
2017,7,Unknown,LONG>=5mi,14915,0.142823
2017,7,Unknown,MED<5mi,63628,0.609289
2017,7,Unknown,SHORT<1mi,25887,0.247889
2017,8,Bronx,LONG>=5mi,8771,0.217659
2017,8,Bronx,MED<5mi,23797,0.59054
2017,8,Bronx,SHORT<1mi,7729,0.191801
2017,8,Brooklyn,LONG>=5mi,70438,0.178937
2017,8,Brooklyn,MED<5mi,248569,0.631452
2017,8,Brooklyn,SHORT<1mi,74640,0.189612
2017,8,EWR,LONG>=5mi,55,0.350318
2017,8,EWR,MED<5mi,28,0.178344
2017,8,EWR,SHORT<1mi,74,0.471338
2017,8,Manhattan,LONG>=5mi,781306,0.099403
2017,8,Manhattan,MED<5mi,5067819,0.644763
2017,8,Manhattan,SHORT<1mi,2010844,0.255834
2017,8,N/A,LONG>=5mi,540,0.276781
2017,8,N/A,MED<5mi,709,0.363403
2017,8,N/A,SHORT<1mi,702,0.359815
2017,8,Queens,LONG>=5mi,510970,0.618034
2017,8,Queens,MED<5mi,240801,0.291256
2017,8,Queens,SHORT<1mi,74996,0.09071
2017,8,Staten Island,LONG>=5mi,65,0.401235
2017,8,Staten Island,MED<5mi,59,0.364198
2017,8,Staten Island,SHORT<1mi,38,0.234568
2017,8,Unknown,LONG>=5mi,14069,0.144119
2017,8,Unknown,MED<5mi,58949,0.603856
2017,8,Unknown,SHORT<1mi,24603,0.252026
2017,9,Bronx,LONG>=5mi,8797,0.221191
2017,9,Bronx,MED<5mi,23272,0.58515
2017,9,Bronx,SHORT<1mi,7702,0.193659
2017,9,Brooklyn,LONG>=5mi,76152,0.18126
2017,9,Brooklyn,MED<5mi,265324,0.631534
2017,9,Brooklyn,SHORT<1mi,78650,0.187206
2017,9,EWR,LONG>=5mi,60,0.306122
2017,9,EWR,MED<5mi,40,0.204082
2017,9,EWR,SHORT<1mi,96,0.489796
2017,9,Manhattan,LONG>=5mi,820918,0.098272
2017,9,Manhattan,MED<5mi,5386767,0.644852
2017,9,Manhattan,SHORT<1mi,2145813,0.256876
2017,9,N/A,LONG>=5mi,549,0.274637
2017,9,N/A,MED<5mi,767,0.383692
2017,9,N/A,SHORT<1mi,683,0.341671
2017,9,Queens,LONG>=5mi,514868,0.618656
2017,9,Queens,MED<5mi,241413,0.290078
2017,9,Queens,SHORT<1mi,75955,0.091266
2017,9,Staten Island,LONG>=5mi,64,0.372093
2017,9,Staten Island,MED<5mi,55,0.319767
2017,9,Staten Island,SHORT<1mi,53,0.30814
2017,9,Unknown,LONG>=5mi,15220,0.141712
2017,9,Unknown,MED<5mi,64876,0.604054
2017,9,Unknown,SHORT<1mi,27305,0.254234
2017,10,Bronx,LONG>=5mi,9730,0.231474
2017,10,Bronx,MED<5mi,24491,0.582634
2017,10,Bronx,SHORT<1mi,7814,0.185893
2017,10,Brooklyn,LONG>=5mi,81216,0.184447
2017,10,Brooklyn,MED<5mi,276139,0.62713
2017,10,Brooklyn,SHORT<1mi,82967,0.188423
2017,10,EWR,LONG>=5mi,59,0.296482
2017,10,EWR,MED<5mi,35,0.175879
2017,10,EWR,SHORT<1mi,105,0.527638
2017,10,Manhattan,LONG>=5mi,881705,0.096554
2017,10,Manhattan,MED<5mi,5896614,0.645726
2017,10,Manhattan,SHORT<1mi,2353444,0.257721
2017,10,N/A,LONG>=5mi,589,0.295831
2017,10,N/A,MED<5mi,781,0.392265
2017,10,N/A,SHORT<1mi,621,0.311904
2017,10,Queens,LONG>=5mi,544376,0.623602
2017,10,Queens,MED<5mi,247110,0.283073
2017,10,Queens,SHORT<1mi,81468,0.093325
2017,10,Staten Island,LONG>=5mi,102,0.344595
2017,10,Staten Island,MED<5mi,109,0.368243
2017,10,Staten Island,SHORT<1mi,85,0.287162
2017,10,Unknown,LONG>=5mi,16691,0.13152
2017,10,Unknown,MED<5mi,77831,0.613287
2017,10,Unknown,SHORT<1mi,32386,0.255193
2017,11,Bronx,LONG>=5mi,8133,0.207655
2017,11,Bronx,MED<5mi,23761,0.606674
2017,11,Bronx,SHORT<1mi,7272,0.185671
2017,11,Brooklyn,LONG>=5mi,71435,0.178394
2017,11,Brooklyn,MED<5mi,247909,0.619102
2017,11,Brooklyn,SHORT<1mi,81089,0.202503
2017,11,EWR,LONG>=5mi,62,0.305419
2017,11,EWR,MED<5mi,44,0.216749
2017,11,EWR,SHORT<1mi,97,0.477833
2017,11,Manhattan,LONG>=5mi,813410,0.093703
2017,11,Manhattan,MED<5mi,5549557,0.639298
2017,11,Manhattan,SHORT<1mi,2317744,0.266999
2017,11,N/A,LONG>=5mi,529,0.295036
2017,11,N/A,MED<5mi,631,0.351924
2017,11,N/A,SHORT<1mi,633,0.35304
2017,11,Queens,LONG>=5mi,498384,0.610081
2017,11,Queens,MED<5mi,236731,0.289787
2017,11,Queens,SHORT<1mi,81800,0.100133
2017,11,Staten Island,LONG>=5mi,86,0.324528
2017,11,Staten Island,MED<5mi,109,0.411321
2017,11,Staten Island,SHORT<1mi,70,0.264151
2017,11,Unknown,LONG>=5mi,18413,0.126935
2017,11,Unknown,MED<5mi,88555,0.610476
2017,11,Unknown,SHORT<1mi,38091,0.26259
2017,12,Bronx,LONG>=5mi,9229,0.21181
2017,12,Bronx,MED<5mi,26273,0.602979
2017,12,Bronx,SHORT<1mi,8070,0.185211
2017,12,Brooklyn,LONG>=5mi,73280,0.177058
2017,12,Brooklyn,MED<5mi,255553,0.617463
2017,12,Brooklyn,SHORT<1mi,85043,0.205479
2017,12,EWR,LONG>=5mi,58,0.266055
2017,12,EWR,MED<5mi,37,0.169725
2017,12,EWR,SHORT<1mi,123,0.56422
2017,12,Manhattan,LONG>=5mi,846987,0.095041
2017,12,Manhattan,MED<5mi,5612376,0.629768
2017,12,Manhattan,SHORT<1mi,2452449,0.275191
2017,12,N/A,LONG>=5mi,573,0.30414
2017,12,N/A,MED<5mi,667,0.354034
2017,12,N/A,SHORT<1mi,644,0.341826
2017,12,Queens,LONG>=5mi,465260,0.577602
2017,12,Queens,MED<5mi,249659,0.309942
2017,12,Queens,SHORT<1mi,90584,0.112456
2017,12,Staten Island,LONG>=5mi,62,0.344444
2017,12,Staten Island,MED<5mi,60,0.333333
2017,12,Staten Island,SHORT<1mi,58,0.322222
2017,12,Unknown,LONG>=5mi,20807,0.125879
2017,12,Unknown,MED<5mi,99836,0.603994
2017,12,Unknown,SHORT<1mi,44650,0.270126
2018,1,Bronx,LONG>=5mi,9011,0.219529
2018,1,Bronx,MED<5mi,24859,0.605623
2018,1,Bronx,SHORT<1mi,7177,0.174848
2018,1,Brooklyn,LONG>=5mi,63336,0.175942
2018,1,Brooklyn,MED<5mi,220613,0.612843
2018,1,Brooklyn,SHORT<1mi,76034,0.211216
2018,1,EWR,LONG>=5mi,51,0.320755
2018,1,EWR,MED<5mi,20,0.125786
2018,1,EWR,SHORT<1mi,88,0.553459
2018,1,Manhattan,LONG>=5mi,703705,0.085896
2018,1,Manhattan,MED<5mi,5163558,0.630276
2018,1,Manhattan,SHORT<1mi,2325268,0.283828
2018,1,N/A,LONG>=5mi,412,0.272848
2018,1,N/A,MED<5mi,566,0.374834
2018,1,N/A,SHORT<1mi,532,0.352318
2018,1,Queens,LONG>=5mi,453031,0.608925
2018,1,Queens,MED<5mi,213168,0.286522
2018,1,Queens,SHORT<1mi,77786,0.104553
2018,1,Staten Island,LONG>=5mi,52,0.298851
2018,1,Staten Island,MED<5mi,61,0.350575
2018,1,Staten Island,SHORT<1mi,61,0.350575
2018,1,Unknown,LONG>=5mi,17841,0.120917
2018,1,Unknown,MED<5mi,88996,0.603171
2018,1,Unknown,SHORT<1mi,40710,0.275912
2018,2,Bronx,LONG>=5mi,9156,0.224853
2018,2,Bronx,MED<5mi,24430,0.599951
2018,2,Bronx,SHORT<1mi,7134,0.175196
2018,2,Brooklyn,LONG>=5mi,62036,0.179758
2018,2,Brooklyn,MED<5mi,211760,0.613603
2018,2,Brooklyn,SHORT<1mi,71313,0.206639
2018,2,EWR,LONG>=5mi,28,0.190476
2018,2,EWR,MED<5mi,27,0.183673
2018,2,EWR,SHORT<1mi,92,0.62585
2018,2,Manhattan,LONG>=5mi,704033,0.088036
2018,2,Manhattan,MED<5mi,5069558,0.633921
2018,2,Manhattan,SHORT<1mi,2223552,0.278043
2018,2,N/A,LONG>=5mi,426,0.274308
2018,2,N/A,MED<5mi,595,0.383129
2018,2,N/A,SHORT<1mi,532,0.342563
2018,2,Queens,LONG>=5mi,418856,0.608473
2018,2,Queens,MED<5mi,198535,0.288412
2018,2,Queens,SHORT<1mi,70981,0.103114
2018,2,Staten Island,LONG>=5mi,70,0.421687
2018,2,Staten Island,MED<5mi,61,0.36747
2018,2,Staten Island,SHORT<1mi,35,0.210843
2018,2,Unknown,LONG>=5mi,14784,0.116344
2018,2,Unknown,MED<5mi,77396,0.609077
2018,2,Unknown,SHORT<1mi,34891,0.274579
2018,3,Bronx,LONG>=5mi,15089,0.286417
2018,3,Bronx,MED<5mi,29485,0.559679
2018,3,Bronx,SHORT<1mi,8108,0.153905
2018,3,Brooklyn,LONG>=5mi,77886,0.199688
2018,3,Brooklyn,MED<5mi,235342,0.603382
2018,3,Brooklyn,SHORT<1mi,76810,0.19693
2018,3,EWR,LONG>=5mi,50,0.326797
2018,3,EWR,MED<5mi,24,0.156863
2018,3,EWR,SHORT<1mi,79,0.51634
2018,3,Manhattan,LONG>=5mi,813939,0.092379
2018,3,Manhattan,MED<5mi,5571660,0.632362
2018,3,Manhattan,SHORT<1mi,2425273,0.275259
2018,3,N/A,LONG>=5mi,551,0.296555
2018,3,N/A,MED<5mi,667,0.358988
2018,3,N/A,SHORT<1mi,640,0.344456
2018,3,Queens,LONG>=5mi,488176,0.618046
2018,3,Queens,MED<5mi,223191,0.282567
2018,3,Queens,SHORT<1mi,78503,0.099387
2018,3,Staten Island,LONG>=5mi,105,0.532995
2018,3,Staten Island,MED<5mi,43,0.218274
2018,3,Staten Island,SHORT<1mi,49,0.248731
2018,3,Unknown,LONG>=5mi,18801,0.125282
2018,3,Unknown,MED<5mi,90486,0.602963
2018,3,Unknown,SHORT<1mi,40782,0.271755
2018,4,Bronx,LONG>=5mi,17813,0.333796
2018,4,Bronx,MED<5mi,28299,0.530291
2018,4,Bronx,SHORT<1mi,7253,0.135913
2018,4,Brooklyn,LONG>=5mi,81749,0.217576
2018,4,Brooklyn,MED<5mi,225816,0.601011
2018,4,Brooklyn,SHORT<1mi,68162,0.181414
2018,4,EWR,LONG>=5mi,54,0.323353
2018,4,EWR,MED<5mi,18,0.107784
2018,4,EWR,SHORT<1mi,95,0.568862
2018,4,Manhattan,LONG>=5mi,811088,0.09367
2018,4,Manhattan,MED<5mi,5525550,0.638128
2018,4,Manhattan,SHORT<1mi,2322365,0.268202
2018,4,N/A,LONG>=5mi,513,0.295507
2018,4,N/A,MED<5mi,607,0.349654
2018,4,N/A,SHORT<1mi,616,0.354839
2018,4,Queens,LONG>=5mi,526742,0.651449
2018,4,Queens,MED<5mi,210753,0.260649
2018,4,Queens,SHORT<1mi,71075,0.087902
2018,4,Staten Island,LONG>=5mi,138,0.654028
2018,4,Staten Island,MED<5mi,32,0.151659
2018,4,Staten Island,SHORT<1mi,41,0.194313
2018,4,Unknown,LONG>=5mi,18306,0.132551
2018,4,Unknown,MED<5mi,83380,0.603744
2018,4,Unknown,SHORT<1mi,36419,0.263705
2018,5,Bronx,LONG>=5mi,20314,0.354106
2018,5,Bronx,MED<5mi,29799,0.519445
2018,5,Bronx,SHORT<1mi,7254,0.126449
2018,5,Brooklyn,LONG>=5mi,86202,0.231911
2018,5,Brooklyn,MED<5mi,221137,0.594929
2018,5,Brooklyn,SHORT<1mi,64364,0.17316
2018,5,EWR,LONG>=5mi,60,0.28436
2018,5,EWR,MED<5mi,27,0.127962
2018,5,EWR,SHORT<1mi,124,0.587678
2018,5,Manhattan,LONG>=5mi,848586,0.09901
2018,5,Manhattan,MED<5mi,5493786,0.640993
2018,5,Manhattan,SHORT<1mi,2228373,0.259998
2018,5,N/A,LONG>=5mi,544,0.318501
2018,5,N/A,MED<5mi,604,0.35363
2018,5,N/A,SHORT<1mi,560,0.327869
2018,5,Queens,LONG>=5mi,541038,0.650533
2018,5,Queens,MED<5mi,219169,0.263524
2018,5,Queens,SHORT<1mi,71477,0.085942
2018,5,Staten Island,LONG>=5mi,133,0.610092
2018,5,Staten Island,MED<5mi,35,0.16055
2018,5,Staten Island,SHORT<1mi,50,0.229358
2018,5,Unknown,LONG>=5mi,16191,0.138899
2018,5,Unknown,MED<5mi,70427,0.604176
2018,5,Unknown,SHORT<1mi,29949,0.256925
2018,6,Bronx,LONG>=5mi,19795,0.360913
2018,6,Bronx,MED<5mi,28251,0.515087
2018,6,Bronx,SHORT<1mi,6801,0.123999
2018,6,Brooklyn,LONG>=5mi,82240,0.235512
2018,6,Brooklyn,MED<5mi,208621,0.597432
2018,6,Brooklyn,SHORT<1mi,58335,0.167055
2018,6,EWR,LONG>=5mi,53,0.289617
2018,6,EWR,MED<5mi,33,0.180328
2018,6,EWR,SHORT<1mi,97,0.530055
2018,6,Manhattan,LONG>=5mi,803388,0.099401
2018,6,Manhattan,MED<5mi,5197172,0.643033
2018,6,Manhattan,SHORT<1mi,2081718,0.257566
2018,6,N/A,LONG>=5mi,544,0.318875
2018,6,N/A,MED<5mi,638,0.373974
2018,6,N/A,SHORT<1mi,524,0.307151
2018,6,Queens,LONG>=5mi,505673,0.648483
2018,6,Queens,MED<5mi,208747,0.267701
2018,6,Queens,SHORT<1mi,65358,0.083816
2018,6,Staten Island,LONG>=5mi,138,0.635945
2018,6,Staten Island,MED<5mi,42,0.193548
2018,6,Staten Island,SHORT<1mi,37,0.170507
2018,6,Unknown,LONG>=5mi,15103,0.131789
2018,6,Unknown,MED<5mi,70243,0.612941
2018,6,Unknown,SHORT<1mi,29254,0.255271
2018,7,Bronx,LONG>=5mi,17950,0.374528
2018,7,Bronx,MED<5mi,24081,0.502452
2018,7,Bronx,SHORT<1mi,5896,0.12302
2018,7,Brooklyn,LONG>=5mi,74351,0.241001
2018,7,Brooklyn,MED<5mi,182686,0.592158
2018,7,Brooklyn,SHORT<1mi,51472,0.166841
2018,7,EWR,LONG>=5mi,44,0.25
2018,7,EWR,MED<5mi,22,0.125
2018,7,EWR,SHORT<1mi,110,0.625
2018,7,Manhattan,LONG>=5mi,701383,0.096363
2018,7,Manhattan,MED<5mi,4680789,0.643092
2018,7,Manhattan,SHORT<1mi,1896391,0.260545
2018,7,N/A,LONG>=5mi,615,0.319149
2018,7,N/A,MED<5mi,706,0.366373
2018,7,N/A,SHORT<1mi,606,0.314478
2018,7,Queens,LONG>=5mi,470016,0.646659
2018,7,Queens,MED<5mi,195231,0.268603
2018,7,Queens,SHORT<1mi,61591,0.084738
2018,7,Staten Island,LONG>=5mi,193,0.70438
2018,7,Staten Island,MED<5mi,38,0.138686
2018,7,Staten Island,SHORT<1mi,43,0.156934
2018,7,Unknown,LONG>=5mi,14030,0.132686
2018,7,Unknown,MED<5mi,64336,0.608447
2018,7,Unknown,SHORT<1mi,27372,0.258866
2018,8,Bronx,LONG>=5mi,21586,0.402251
2018,8,Bronx,MED<5mi,25829,0.481319
2018,8,Bronx,SHORT<1mi,6248,0.11643
2018,8,Brooklyn,LONG>=5mi,78923,0.261881
2018,8,Brooklyn,MED<5mi,173622,0.576109
2018,8,Brooklyn,SHORT<1mi,48825,0.16201
2018,8,EWR,LONG>=5mi,44,0.314286
2018,8,EWR,MED<5mi,17,0.121429
2018,8,EWR,SHORT<1mi,79,0.564286
2018,8,Manhattan,LONG>=5mi,708238,0.097441
2018,8,Manhattan,MED<5mi,4653034,0.640173
2018,8,Manhattan,SHORT<1mi,1907128,0.262386
2018,8,N/A,LONG>=5mi,582,0.328814
2018,8,N/A,MED<5mi,647,0.365537
2018,8,N/A,SHORT<1mi,541,0.30565
2018,8,Queens,LONG>=5mi,489624,0.65879
2018,8,Queens,MED<5mi,192990,0.259668
2018,8,Queens,SHORT<1mi,60603,0.081541
2018,8,Staten Island,LONG>=5mi,282,0.768392
2018,8,Staten Island,MED<5mi,36,0.098093
2018,8,Staten Island,SHORT<1mi,49,0.133515
2018,8,Unknown,LONG>=5mi,12948,0.133463
2018,8,Unknown,MED<5mi,58817,0.606261
2018,8,Unknown,SHORT<1mi,25251,0.260277
2018,9,Bronx,LONG>=5mi,23283,0.419892
